geographic_area,geographic_name,gender,age,year,time_period,time_period_dates,rate_of_pregnant_women_with_oud_diagnosis,type_of_rate,number_of_women_with_a_delivery_and_oud_diagnosis,number_of_women_with_a_delivery_and_oud_diagnosis_notes,number_of_women_with_a_delivery_and_oud_description,total_number_of_deliveries,total_number_of_deliveries_notes,total_number_of_deliveries_description,county_code_number,county_code_text,state_fips_code,county_fips_code,georeferenced_latitude_longitude,county,date,age_group,tot_pop,tot_male,tot_female,wa_male,wa_female,ba_male,ba_female,ia_male,ia_female,aa_male,aa_female,na_male,na_female,tom_male,tom_female,wac_male,wac_female,bac_male,bac_female,iac_male,iac_female,aac_male,aac_female,nac_male,nac_female,nh_male,nh_female,nhwa_male,nhwa_female,nhba_male,nhba_female,nhia_male,nhia_female,nhaa_male,nhaa_female,nhna_male,nhna_female,nhtom_male,nhtom_female,nhwac_male,nhwac_female,nhbac_male,nhbac_female,nhiac_male,nhiac_female,nhaac_male,nhaac_female,nhnac_male,nhnac_female,h_male,h_female,hwa_male,hwa_female,hba_male,hba_female,hia_male,hia_female,haa_male,haa_female,hna_male,hna_female,htom_male,htom_female,hwac_male,hwac_female,hbac_male,hbac_female,hiac_male,hiac_female,haac_male,haac_female,hnac_male,hnac_female,geo_id_ct,region,subreg3,met_nonmet2023,met_nonmet2013,beale2013,hi_pov60,hi_pov70,hi_pov80,hi_pov90,hi_pov00,hi_pov0711,hi_pov1519,hi_pov1721,ext_pov60,ext_pov70,ext_pov80,ext_pov90,ext_pov00,ext_pov0711,ext_pov1519,ext_pov1721,per_pov90,per_pov00,per_pov0711,per_pov1519,per_pov1721,endure_pov0711,endure_pov1519,endure_pov1721
County,Juniata,Female,12 to 55 years,2017-07-01,2017 Annual,1/1/2017-12/31/2017,NA,"Rate of women with deliveries and Opioid Use Disorder per 1,000 deliveries",NA,Not displayed when total number of women with deliveries and Opioid Use Disorder Diagnosis is less than 11,Women with a delivery diagnosed with Opioid Use Disorder in Medicaid,76,NA,Deliveries (live births or still births),34,34,42,067,POINT (-77.405775 40.53433008),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
County,Union,Female,12 to 55 years,2016-07-01,2016 Annual,1/1/2016-12/31/2016,NA,"Rate of women with deliveries and Opioid Use Disorder per 1,000 deliveries",NA,Not displayed when total number of women with deliveries and Opioid Use Disorder Diagnosis is less than 11,Women with a delivery diagnosed with Opioid Use Disorder in Medicaid,131,NA,Deliveries (live births or still births),60,60,42,119,POINT (-77.06415803 40.96473131),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
County,Crawford,Female,12 to 55 years,2019-07-01,2019 Annual,1/1/2019-12/31/2019,107.59,"Rate of women with deliveries and Opioid Use Disorder per 1,000 deliveries",34,NA,Women with a delivery diagnosed with Opioid Use Disorder in Medicaid,316,NA,Deliveries (live births or still births),20,20,42,039,POINT (-80.11321083 41.68546907),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
County,Monroe,Female,12 to 55 years,2016-07-01,2016 Annual,1/1/2016-12/31/2016,42.99,"Rate of women with deliveries and Opioid Use Disorder per 1,000 deliveries",27,NA,Women with a delivery diagnosed with Opioid Use Disorder in Medicaid,628,NA,Deliveries (live births or still births),45,45,42,089,POINT (-75.34083603 41.06091787),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
County,Sullivan,Female,12 to 55 years,2018-07-01,2018 Annual,1/1/2018-12/31/2018,NA,"Rate of women with deliveries and Opioid Use Disorder per 1,000 deliveries",NA,Not displayed when total number of women with deliveries and Opioid Use Disorder Diagnosis is less than 11,Women with a delivery diagnosed with Opioid Use Disorder in Medicaid,18,NA,Deliveries (live births or still births),57,57,42,113,POINT (-76.5147922 41.4480994),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
County,Lackawanna,Female,12 to 55 years,2017-07-01,2017 Annual,1/1/2017-12/31/2017,50.05,"Rate of women with deliveries and Opioid Use Disorder per 1,000 deliveries",53,NA,Women with a delivery diagnosed with Opioid Use Disorder in Medicaid,1059,NA,Deliveries (live births or still births),35,35,42,069,POINT (-75.61218345 41.43910064),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
County,Adams,Female,12 to 55 years,2016-07-01,2016 Annual,1/1/2016-12/31/2016,55.37,"Rate of women with deliveries and Opioid Use Disorder per 1,000 deliveries",17,NA,Women with a delivery diagnosed with Opioid Use Disorder in Medicaid,307,NA,Deliveries (live births or still births),1,01,42,001,POINT (-77.22224271 39.87209565),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
County,Lackawanna,Female,12 to 55 years,2018-07-01,2018 Annual,1/1/2018-12/31/2018,55.88,"Rate of women with deliveries and Opioid Use Disorder per 1,000 deliveries",57,NA,Women with a delivery diagnosed with Opioid Use Disorder in Medicaid,1020,NA,Deliveries (live births or still births),35,35,42,069,POINT (-75.61218345 41.43910064),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
County,Crawford,Female,12 to 55 years,2020-07-01,2020 Annual,1/1/2020-12/31/2020,71.21,"Rate of women with deliveries and Opioid Use Disorder per 1,000 deliveries",23,NA,Women with a delivery diagnosed with Opioid Use Disorder in Medicaid,323,NA,Deliveries (live births or still births),20,20,42,039,POINT (-80.11321083 41.68546907),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
County,Somerset,Female,12 to 55 years,2017-07-01,2017 Annual,1/1/2017-12/31/2017,121.77,"Rate of women with deliveries and Opioid Use Disorder per 1,000 deliveries",33,NA,Women with a delivery diagnosed with Opioid Use Disorder in Medicaid,271,NA,Deliveries (live births or still births),56,56,42,111,POINT (-79.03100206 39.97146299),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
County,Franklin,Female,12 to 55 years,2016-07-01,2016 Annual,1/1/2016-12/31/2016,46.22,"Rate of women with deliveries and Opioid Use Disorder per 1,000 deliveries",30,NA,Women with a delivery diagnosed with Opioid Use Disorder in Medicaid,649,NA,Deliveries (live births or still births),28,28,42,055,POINT (-77.72398845 39.92786197),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
County,Perry,Female,12 to 55 years,2016-07-01,2016 Annual,1/1/2016-12/31/2016,NA,"Rate of women with deliveries and Opioid Use Disorder per 1,000 deliveries",NA,Not displayed when total number of women with deliveries and Opioid Use Disorder Diagnosis is less than 11,Women with a delivery diagnosed with Opioid Use Disorder in Medicaid,158,NA,Deliveries (live births or still births),50,50,42,099,POINT (-77.25907385 40.40415317),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
County,Berks,Female,12 to 55 years,2016-07-01,2016 Annual,1/1/2016-12/31/2016,21.15,"Rate of women with deliveries and Opioid Use Disorder per 1,000 deliveries",44,NA,Women with a delivery diagnosed with Opioid Use Disorder in Medicaid,2080,NA,Deliveries (live births or still births),6,06,42,011,POINT (-75.93077327 40.41939635),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
County,Pike,Female,12 to 55 years,2020-07-01,2020 Annual,1/1/2020-12/31/2020,74.07,"Rate of women with deliveries and Opioid Use Disorder per 1,000 deliveries",12,NA,Women with a delivery diagnosed with Opioid Use Disorder in Medicaid,162,NA,Deliveries (live births or still births),52,52,42,103,POINT (-75.03270924 41.332572),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
County,Elk,Female,12 to 55 years,2017-07-01,2017 Annual,1/1/2017-12/31/2017,207.21,"Rate of women with deliveries and Opioid Use Disorder per 1,000 deliveries",23,NA,Women with a delivery diagnosed with Opioid Use Disorder in Medicaid,111,NA,Deliveries (live births or still births),24,24,42,047,POINT (-78.64947713 41.42819416),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
County,Bedford,Female,12 to 55 years,2020-07-01,2020 Annual,1/1/2020-12/31/2020,91.4,"Rate of women with deliveries and Opioid Use Disorder per 1,000 deliveries",17,NA,Women with a delivery diagnosed with Opioid Use Disorder in Medicaid,186,NA,Deliveries (live births or still births),5,05,42,009,POINT (-78.49116474 40.00737536),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
County,Warren,Female,12 to 55 years,2018-07-01,2018 Annual,1/1/2018-12/31/2018,NA,"Rate of women with deliveries and Opioid Use Disorder per 1,000 deliveries",NA,Not displayed when total number of women with deliveries and Opioid Use Disorder Diagnosis is less than 11,Women with a delivery diagnosed with Opioid Use Disorder in Medicaid,127,NA,Deliveries (live births or still births),62,62,42,123,POINT (-79.27858158 41.81675237),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
County,York,Female,12 to 55 years,2017-07-01,2017 Annual,1/1/2017-12/31/2017,147.51,"Rate of women with deliveries and Opioid Use Disorder per 1,000 deliveries",68,NA,Women with a delivery diagnosed with Opioid Use Disorder in Medicaid,461,NA,Deliveries (live births or still births),67,67,42,133,POINT (-76.72576052 39.92192531),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
County,Carbon,Female,12 to 55 years,2016-07-01,2016 Annual,1/1/2016-12/31/2016,NA,"Rate of women with deliveries and Opioid Use Disorder per 1,000 deliveries",NA,Not displayed when total number of women with deliveries and Opioid Use Disorder Diagnosis is less than 11,Women with a delivery diagnosed with Opioid Use Disorder in Medicaid,234,NA,Deliveries (live births or still births),13,13,42,025,POINT (-75.71107039 40.91936701),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
County,Erie,Female,12 to 55 years,2018-07-01,2018 Annual,1/1/2018-12/31/2018,47.3,"Rate of women with deliveries and Opioid Use Disorder per 1,000 deliveries",71,NA,Women with a delivery diagnosed with Opioid Use Disorder in Medicaid,1501,NA,Deliveries (live births or still births),25,25,42,049,POINT (-80.0407591 41.99413787),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
County,Allegheny,Female,12 to 55 years,2019-07-01,2019 Annual,1/1/2019-12/31/2019,53.06,"Rate of women with deliveries and Opioid Use Disorder per 1,000 deliveries",215,NA,Women with a delivery diagnosed with Opioid Use Disorder in Medicaid,4052,NA,Deliveries (live births or still births),2,02,42,003,POINT (-79.98619843 40.46735543),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
County,Wyoming,Female,12 to 55 years,2017-07-01,2017 Annual,1/1/2017-12/31/2017,NA,"Rate of women with deliveries and Opioid Use Disorder per 1,000 deliveries",NA,Not displayed when total number of women with deliveries and Opioid Use Disorder Diagnosis is less than 11,Women with a delivery diagnosed with Opioid Use Disorder in Medicaid,148,NA,Deliveries (live births or still births),66,66,42,131,POINT (-76.01813003 41.51892488),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
County,Somerset,Female,12 to 55 years,2019-07-01,2019 Annual,1/1/2019-12/31/2019,88.61,"Rate of women with deliveries and Opioid Use Disorder per 1,000 deliveries",21,NA,Women with a delivery diagnosed with Opioid Use Disorder in Medicaid,237,NA,Deliveries (live births or still births),56,56,42,111,POINT (-79.03100206 39.97146299),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
County,Fayette,Female,12 to 55 years,2018-07-01,2018 Annual,1/1/2018-12/31/2018,136.36,"Rate of women with deliveries and Opioid Use Disorder per 1,000 deliveries",99,NA,Women with a delivery diagnosed with Opioid Use Disorder in Medicaid,726,NA,Deliveries (live births or still births),26,26,42,051,POINT (-79.65189635 39.9194478),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
County,Bedford,Female,12 to 55 years,2019-07-01,2019 Annual,1/1/2019-12/31/2019,92.31,"Rate of women with deliveries and Opioid Use Disorder per 1,000 deliveries",18,NA,Women with a delivery diagnosed with Opioid Use Disorder in Medicaid,195,NA,Deliveries (live births or still births),5,05,42,009,POINT (-78.49116474 40.00737536),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
County,Elk,Female,12 to 55 years,2019-07-01,2019 Annual,1/1/2019-12/31/2019,185.71,"Rate of women with deliveries and Opioid Use Disorder per 1,000 deliveries",26,NA,Women with a delivery diagnosed with Opioid Use Disorder in Medicaid,140,NA,Deliveries (live births or still births),24,24,42,047,POINT (-78.64947713 41.42819416),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
County,Chester,Female,12 to 55 years,2018-07-01,2018 Annual,1/1/2018-12/31/2018,45.28,"Rate of women with deliveries and Opioid Use Disorder per 1,000 deliveries",48,NA,Women with a delivery diagnosed with Opioid Use Disorder in Medicaid,1060,NA,Deliveries (live births or still births),15,15,42,029,POINT (-75.75626498 39.97487056),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
